hfdst;icd_code;diagnose;klass_hosp;dag_hosp
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A00;cholera;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A01;tyfus en paratyfus;6;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A02;andere infecties door Salmonella;454;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A03;shigellose;26;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A04;andere bacteriële intestinale infecties;2647;137
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A05;andere bacteriële voedselvergiftigingen, niet elders geclassificeerd;113;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A06;amoebiasis;14;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A07;andere intestinale ziekten door protozoën;134;28
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A08;virale en andere gespecificeerde intestinale infecties;5266;25
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A09;infectieuze gastro-enteritis en colitis, niet gespecificeerd;2212;322
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A15;tuberculose van het ademhalingsstelsel;600;63
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A17;tuberculose van zenuwstelsel;30;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A18;tuberculose van andere organen;119;33
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A19;miliaire tuberculose;41;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A20;pest;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A21;tularemie;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A22;anthrax;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A23;brucellose;8;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A24;malleus en melioidosis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A25;rattenbeetziekte;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A26;erysipeloïd;5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A27;leptospirose;17;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A28;andere gespecificeerde bacteriële zoönosen, niet elders geclassificeerd;31;13
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A30;lepra [ziekte van Hansen];< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A31;infectie door andere mycobacteria;71;48
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A32;listeriose;35;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A33;tetanus neonatorum;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A34;obstetrische tetanus;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A35;andere vormen van tetanus;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A36;difterie;38;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A37;kinkhoest;50;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A38;roodvonk;108;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A39;meningokokkeninfectie;66;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A40;sepsis door streptokokken;1269;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A41;andere sepsis;12089;14
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A42;actinomycose;26;12
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A43;nocardiose;14;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A44;bartonellose;17;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A46;erysipelas;5168;19
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A48;andere bacteriële ziekten;221;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A49;bacteriële infectie van niet gespecificeerde lokalisatie;190;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A50;congenitale syfilis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A51;vroege syfilis;19;12
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A52;late syphilis;68;27
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A53;andere en niet gespecificeerde syfilis;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A54;gonokokkeninfectie;26;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A55;lymphogranuloma venereum door Chlamydia;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A56;andere sexueel overdraagbare ziekten door Chlamydia;56;13
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A57;ulcus molle [chancroïd];0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A58;granuloma inguinale;< 5;17
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A59;trichomoniasis;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A60;anogenitale herpesvirusinfecties [herpes simplex];86;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A63;andere hoofdzakelijk seksueel overdraagbare ziekten, niet elders geclasssificeerd;128;1864
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A64;niet gespecificeerde seksueel overdraagbare ziekte;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A65;niet-venerische syfilis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A66;framboesia;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A67;pinta [carate];0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A68;febris recurrens;7;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A69;andere spirocheteninfecties;217;53
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A70;infecties door Chlamydia psittaci;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A71;trachoom;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A74;andere ziekten veroorzaakt door Chlamydia;28;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A75;vlektyfus;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A77;spotted fever [door teken overgedragen rickettsiosen];0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A78;Q-koorts;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A79;andere rickettsiosen;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A80;acute poliomyelitis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A81;atypische virusinfectie van centraal zenuwstelsel;63;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A82;rabiës;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A83;door muggen overgebrachte virale encefalitis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A84;door teken overgebrachte virale encefalitis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A85;andere virale encefalitis;24;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A86;niet gespecificeerde virale encefalitis;76;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A87;virale meningitis;382;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A88;andere virale infecties van het centraal zenuwstelsel, niet elders geclassificeerd;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A89;niet gespecificeerde virusinfectie van het centraal zenuwstelsel;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A90;Dengue-koorts [klassieke dengue];10;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A91;Dengue-hemorragische koorts;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A92;andere door muggen overgebrachte koort;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A93;andere door artropoden overgebrachte virale koorts, niet elders geclassificeerd;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A94;niet gespecificeerde door artropoden overgebrachte virale koorts;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A95;gele koorts;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A96;hemorragische koorts door het arenavirus;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A98;andere virale hemorragische koorts, niet elders geclassificeerd;18;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);A99;niet gespecificeerde virale hemorragische koorts;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);AAA;psychiatrisch specialisme;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B00;herpesvirusinfecties [herpes simplex];469;13
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B01;varicella [chickenpox];253;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B02;zoster [herpes zoster];831;29
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B03;pokken;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B04;Apenpokken;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B05;mazelen;9;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B06;rubella [German measles];0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B07;virale wratten;< 5;561
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B08;andere virusinfecties gekenmerkt door letsels van huid en slijmvliezen, niet elders geclassificeerd;310;231
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B09;niet gespecificeerde virusinfectie gekenmerkt door huid- en slijmvliesletsels;42;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B10;andere humane herpesvirussen;37;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B15;acute hepatitis A;17;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B16;acute hepatitis B;34;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B17;andere acute virale hepatitis;226;7
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B18;chronische hepatitis;67;83
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B19;niet gespecificeerde virushepatitis;68;8
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B20;ziekte door het Humaan Immunodeficiëntievirus [HIV];324;56
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B25;ziekte door het cytomegalovirus;292;21
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B26;bof;32;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B27;infectieuze mononucleosis;511;15
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B30;virale conjunctivitis;9;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B33;andere virale ziekten;101;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B34;virale infectie van niet gespecificeerde lokalisatie;4246;9
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B35;dermatophytosis;18;34
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B36;andere oppervlakkige mycosen;< 5;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B37;candidiasis;425;333
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B38;coccidioïdomycose;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B39;histoplasmose;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B40;blastomycose;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B41;paracoccidioïdomycose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B42;sporotrichose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B43;chromomycose en feomycotisch abces;< 5;14
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B44;Aspergillosis;290;86
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B45;cryptococcose;13;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B46;zygomycose;10;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B47;mycetoom;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B48;andere mycosen, niet elders geclassificeerd;15;21
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B49;niet gespecificeerde mycose;11;11
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B50;malaria door Plasmodium falciparum;149;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B51;malaria door Plasmodium vivax;8;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B52;malaria door Plasmodium malariae;9;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B53;andere gespecificeerde malaria;12;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B54;niet gespecificeerde malaria;18;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B55;leishmaniasis;14;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B56;Afrikaanse trypanosomiasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B57;ziekte van Chagas;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B58;toxoplasmose;36;6
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B59;pneumocystose;206;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B60;andere ziekten door protozoën, niet elders geclassificeerd;6;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B64;niet gespecificeerde ziekte door protozoën;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B65;schistosomiasis [bilharziasis];9;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B66;andere trematodeninfectie;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B67;echinococcose;43;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B68;taeniasis;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B69;cysticercose;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B70;diphyllobothriasis en sparganose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B71;andere cestodeninfecties;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B72;dracunculiasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B73;onchocerciasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B74;filariasis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B75;trichinose;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B76;haakwormziekten;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B77;ascariasis;< 5;6
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B78;strongyloidiasis;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B79;trichuriasis;0;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B80;enterobiasis;6;49
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B81;andere intestinale wormziekten, niet elders geclassficeerd;< 5;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B82;niet gespecificeerd intestinaal parasitisme;9;5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B83;andere wormziekten;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B85;pediculose en phthiriasis;6;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B86;scabiës;88;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B87;myiasis;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B88;andere infestaties;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B89;niet gespecificeerde parasitaire ziekten;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B90;sequelae van tuberculose;6;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B91;sequelae van poliomyelitis;< 5;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B92;sequelae van lepra;0;0
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B94;sequelae van andere en niet gespecificeerde infectieuze en parasitaire ziekten;34;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B95;streptokokken, stafylokokken en enterokokken als oorzaak van ziekten elders geclassificeerd;34;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B96;andere bacteriële agentia als oorzaak van ziekten elders geclassificeerd;83;45
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B97;virale agentia als oorzaak van ziekten elders geclassificeerd;458;< 5
1 - Bepaalde infectieziekten en parasitaire aandoeningen (A00-B99);B99;andere en niet gespecificeerde infectieziekten;698;17
2 - Nieuwvormingen (C00-D49);C00;maligne neoplasma van de lip;38;42
2 - Nieuwvormingen (C00-D49);C01;maligne neoplasma van de tongbasis;204;188
2 - Nieuwvormingen (C00-D49);C02;maligne neoplasma van andere en niet gespecificeerde delen van de tong;369;168
2 - Nieuwvormingen (C00-D49);C03;maligne neoplasma van het tandvlees;55;32
2 - Nieuwvormingen (C00-D49);C04;maligne neoplasma van de mondbodem;248;98
2 - Nieuwvormingen (C00-D49);C05;maligne neoplasma van het gehemelte;91;55
2 - Nieuwvormingen (C00-D49);C06;maligne neoplasma van andere en niet gespecificeerde delen van de mond;150;59
2 - Nieuwvormingen (C00-D49);C07;maligne neoplasma van de glandula parotidea;134;20
2 - Nieuwvormingen (C00-D49);C08;maligne neoplasma van andere en niet gespecificeerde grote speekselklier;39;14
2 - Nieuwvormingen (C00-D49);C09;maligne neoplasma van de tonsil;173;145
2 - Nieuwvormingen (C00-D49);C10;maligne neoplasma van de orofarynx;246;166
2 - Nieuwvormingen (C00-D49);C11;maligne neoplasma van de nasofarynx;76;56
2 - Nieuwvormingen (C00-D49);C12;maligne neoplasma van de sinus pyriformis;141;151
2 - Nieuwvormingen (C00-D49);C13;maligne neoplasma van de hypofarynx;100;99
2 - Nieuwvormingen (C00-D49);C14;maligne neoplasma van overige en slecht omschreven lokalisaties in de lip, mond- en keelholte;63;43
2 - Nieuwvormingen (C00-D49);C15;maligne neoplasma van de oesofagus;1510;941
2 - Nieuwvormingen (C00-D49);C16;maligne neoplasma van de maag;1586;880
2 - Nieuwvormingen (C00-D49);C17;maligne neoplasma van de dunne darm;220;112
2 - Nieuwvormingen (C00-D49);C18;maligne neoplasma van het colon;5827;3395
2 - Nieuwvormingen (C00-D49);C19;maligne neoplasma van de rectosigmoïdale overgang;639;449
2 - Nieuwvormingen (C00-D49);C20;maligne neoplasma van het rectum;2013;1667
2 - Nieuwvormingen (C00-D49);C21;maligne neoplasma van de anus en het anaal kanaal;233;241
2 - Nieuwvormingen (C00-D49);C22;maligne neoplasma van lever en intrahepatische galwegen;1964;670
2 - Nieuwvormingen (C00-D49);C23;maligne neoplasma van de galblaas;137;42
2 - Nieuwvormingen (C00-D49);C24;maligne neoplasma van andere en niet gespecificeerde delen van de galwegen;524;155
2 - Nieuwvormingen (C00-D49);C25;maligne neoplasma van de pancreas;2829;1708
2 - Nieuwvormingen (C00-D49);C26;maligne neoplasma van andere slecht omschreven organen van het spijsverteringsstelsel;41;18
2 - Nieuwvormingen (C00-D49);C30;maligne neoplasma van de neusholte en van het middenoor;80;27
2 - Nieuwvormingen (C00-D49);C31;maligne neoplasma van de sinussen;91;45
2 - Nieuwvormingen (C00-D49);C32;maligne neoplasma van de larynx;497;483
2 - Nieuwvormingen (C00-D49);C33;maligne neoplasma van de trachea;12;24
2 - Nieuwvormingen (C00-D49);C34;maligne neoplasma van bronchus en long;8403;4206
2 - Nieuwvormingen (C00-D49);C37;maligne neoplasma van du thymus;97;25
2 - Nieuwvormingen (C00-D49);C38;maligne neoplasma van het hart, mediastinum en pleura;120;28
2 - Nieuwvormingen (C00-D49);C39;maligne neoplasma van andere slecht omschreven lokalisatie van het ademhalingsstelsel;< 5;0
2 - Nieuwvormingen (C00-D49);C40;maligne neoplasma van de beenderen en het gewrichtskraakbeen van de ledematen;185;91
2 - Nieuwvormingen (C00-D49);C41;maligne neoplasma van het bot en gewrichtskraakbeen van andere en niet gespecificeerde lokalisaties;228;94
2 - Nieuwvormingen (C00-D49);C43;maligne melanoom van de huid;921;1192
2 - Nieuwvormingen (C00-D49);C44;ander en niet gespecificeerd maligne neoplasma van de huid;1279;4979
2 - Nieuwvormingen (C00-D49);C45;mesothelioom;454;137
2 - Nieuwvormingen (C00-D49);C46;Kaposi's sarcoom;14;19
2 - Nieuwvormingen (C00-D49);C47;maligne neoplasma van de perifere zenuwen en het autonoom zenuwstelsel;46;22
2 - Nieuwvormingen (C00-D49);C48;maligne neoplasma van de retroperitoneale ruimte en het peritoneum;180;120
2 - Nieuwvormingen (C00-D49);C49;maligne neoplasma van ander bindweefsel en weke delen;759;332
2 - Nieuwvormingen (C00-D49);C4A;merkel-celcarcinoom;61;41
2 - Nieuwvormingen (C00-D49);C50;maligne neoplasma van de borst;11419;5693
2 - Nieuwvormingen (C00-D49);C51;maligne neoplasma van de vulva;305;98
2 - Nieuwvormingen (C00-D49);C52;maligne neoplasma van du vagina;52;39
2 - Nieuwvormingen (C00-D49);C53;maligne neoplasma van de cervix uteri;939;461
2 - Nieuwvormingen (C00-D49);C54;maligne neoplasma van het corpus uteri;1468;676
2 - Nieuwvormingen (C00-D49);C55;maligne neoplasma van de uterus, deel niet gespecificeerd;64;18
2 - Nieuwvormingen (C00-D49);C56;maligne neoplasma van het ovarium;1486;779
2 - Nieuwvormingen (C00-D49);C57;maligne neoplasma van andere en niet gespecificeerde vrouwelijke geslachtsorganen;143;68
